0 293.15
0.0010101 289.93
0.0020202 286.72
0.0030303 283.53
0.0040404 280.37
0.0050505 277.25
0.0060606 274.18
0.0070707 272.93
0.0080808 272.59
0.0090909 272.25
0.010101 271.91
0.011111 271.58
0.012121 271.24
0.013131 270.91
0.014141 270.58
0.015152 270.25
0.016162 269.92
0.017172 269.59
0.018182 269.27
0.019192 268.95
0.020202 268.63
0.021212 268.31
0.022222 268
0.023232 267.69
0.024242 267.38
0.025253 267.07
0.026263 266.77
0.027273 266.47
0.028283 266.17
0.029293 265.87
0.030303 265.58
0.031313 265.3
0.032323 265.01
0.033333 264.73
0.034343 264.45
0.035354 264.18
0.036364 263.91
0.037374 263.64
0.038384 263.38
0.039394 263.12
0.040404 262.86
0.041414 262.61
0.042424 262.36
0.043434 262.12
0.044444 261.88
0.045455 261.64
0.046465 261.41
0.047475 261.18
0.048485 260.96
0.049495 260.74
0.050505 260.52
0.051515 260.31
0.052525 260.1
0.053535 259.89
0.054545 259.69
0.055556 259.5
0.056566 259.31
0.057576 259.12
0.058586 258.93
0.059596 258.75
0.060606 258.58
0.061616 258.4
0.062626 258.24
0.063636 258.07
0.064646 257.91
0.065657 257.75
0.066667 257.6
0.067677 257.45
0.068687 257.31
0.069697 257.16
0.070707 257.02
0.071717 256.89
0.072727 256.76
0.073737 256.63
0.074747 256.51
0.075758 256.39
0.076768 256.27
0.077778 256.15
0.078788 256.04
0.079798 255.94
0.080808 255.83
0.081818 255.73
0.082828 255.63
0.083838 255.54
0.084848 255.44
0.085859 255.35
0.086869 255.27
0.087879 255.18
0.088889 255.1
0.089899 255.02
0.090909 254.95
0.091919 254.87
0.092929 254.8
0.093939 254.73
0.094949 254.67
0.09596 254.6
0.09697 254.54
0.09798 254.48
0.09899 254.42
0.1 254.37
