0 293.15
0.0010101 290.66
0.0020202 288.17
0.0030303 285.68
0.0040404 283.22
0.0050505 280.77
0.0060606 278.35
0.0070707 275.95
0.0080808 273.58
0.0090909 272.94
0.010101 272.67
0.011111 272.41
0.012121 272.15
0.013131 271.89
0.014141 271.63
0.015152 271.37
0.016162 271.11
0.017172 270.85
0.018182 270.6
0.019192 270.34
0.020202 270.09
0.021212 269.83
0.022222 269.58
0.023232 269.33
0.024242 269.08
0.025253 268.83
0.026263 268.58
0.027273 268.34
0.028283 268.1
0.029293 267.85
0.030303 267.61
0.031313 267.37
0.032323 267.14
0.033333 266.9
0.034343 266.67
0.035354 266.43
0.036364 266.2
0.037374 265.97
0.038384 265.75
0.039394 265.52
0.040404 265.3
0.041414 265.08
0.042424 264.86
0.043434 264.64
0.044444 264.43
0.045455 264.22
0.046465 264.01
0.047475 263.8
0.048485 263.59
0.049495 263.39
0.050505 263.19
0.051515 262.99
0.052525 262.79
0.053535 262.6
0.054545 262.4
0.055556 262.21
0.056566 262.03
0.057576 261.84
0.058586 261.66
0.059596 261.48
0.060606 261.3
0.061616 261.12
0.062626 260.95
0.063636 260.78
0.064646 260.61
0.065657 260.44
0.066667 260.28
0.067677 260.12
0.068687 259.96
0.069697 259.8
0.070707 259.65
0.071717 259.5
0.072727 259.35
0.073737 259.2
0.074747 259.06
0.075758 258.92
0.076768 258.78
0.077778 258.64
0.078788 258.5
0.079798 258.37
0.080808 258.24
0.081818 258.11
0.082828 257.99
0.083838 257.86
0.084848 257.74
0.085859 257.62
0.086869 257.51
0.087879 257.39
0.088889 257.28
0.089899 257.17
0.090909 257.06
0.091919 256.96
0.092929 256.86
0.093939 256.75
0.094949 256.65
0.09596 256.56
0.09697 256.46
0.09798 256.37
0.09899 256.28
0.1 256.19
