0 293.15
0.0010101 287.58
0.0020202 282.06
0.0030303 276.65
0.0040404 272.95
0.0050505 272.36
0.0060606 271.78
0.0070707 271.2
0.0080808 270.62
0.0090909 270.05
0.010101 269.49
0.011111 268.93
0.012121 268.38
0.013131 267.84
0.014141 267.3
0.015152 266.77
0.016162 266.25
0.017172 265.74
0.018182 265.24
0.019192 264.76
0.020202 264.28
0.021212 263.81
0.022222 263.35
0.023232 262.9
0.024242 262.47
0.025253 262.04
0.026263 261.63
0.027273 261.23
0.028283 260.85
0.029293 260.47
0.030303 260.11
0.031313 259.75
0.032323 259.42
0.033333 259.09
0.034343 258.77
0.035354 258.47
0.036364 258.18
0.037374 257.9
0.038384 257.63
0.039394 257.37
0.040404 257.12
0.041414 256.89
0.042424 256.66
0.043434 256.45
0.044444 256.24
0.045455 256.05
0.046465 255.86
0.047475 255.69
0.048485 255.52
0.049495 255.36
0.050505 255.22
0.051515 255.07
0.052525 254.94
0.053535 254.82
0.054545 254.7
0.055556 254.59
0.056566 254.48
0.057576 254.38
0.058586 254.29
0.059596 254.2
0.060606 254.12
0.061616 254.05
0.062626 253.98
0.063636 253.91
0.064646 253.85
0.065657 253.79
0.066667 253.74
0.067677 253.69
0.068687 253.65
0.069697 253.6
0.070707 253.57
0.071717 253.53
0.072727 253.5
0.073737 253.47
0.074747 253.44
0.075758 253.41
0.076768 253.39
0.077778 253.37
0.078788 253.35
0.079798 253.33
0.080808 253.31
0.081818 253.29
0.082828 253.28
0.083838 253.27
0.084848 253.26
0.085859 253.25
0.086869 253.24
0.087879 253.23
0.088889 253.22
0.089899 253.21
0.090909 253.21
0.091919 253.2
0.092929 253.19
0.093939 253.19
0.094949 253.19
0.09596 253.18
0.09697 253.18
0.09798 253.17
0.09899 253.17
0.1 253.17
