0 293.15
0.0010101 289.21
0.0020202 285.28
0.0030303 281.4
0.0040404 277.57
0.0050505 273.81
0.0060606 272.81
0.0070707 272.39
0.0080808 271.98
0.0090909 271.57
0.010101 271.16
0.011111 270.75
0.012121 270.35
0.013131 269.94
0.014141 269.55
0.015152 269.15
0.016162 268.76
0.017172 268.37
0.018182 267.98
0.019192 267.6
0.020202 267.22
0.021212 266.85
0.022222 266.48
0.023232 266.12
0.024242 265.76
0.025253 265.4
0.026263 265.06
0.027273 264.71
0.028283 264.37
0.029293 264.04
0.030303 263.71
0.031313 263.39
0.032323 263.07
0.033333 262.76
0.034343 262.45
0.035354 262.15
0.036364 261.86
0.037374 261.57
0.038384 261.28
0.039394 261.01
0.040404 260.74
0.041414 260.47
0.042424 260.21
0.043434 259.96
0.044444 259.72
0.045455 259.48
0.046465 259.24
0.047475 259.01
0.048485 258.79
0.049495 258.57
0.050505 258.36
0.051515 258.16
0.052525 257.96
0.053535 257.77
0.054545 257.58
0.055556 257.4
0.056566 257.22
0.057576 257.05
0.058586 256.89
0.059596 256.73
0.060606 256.57
0.061616 256.42
0.062626 256.28
0.063636 256.14
0.064646 256
0.065657 255.87
0.066667 255.75
0.067677 255.63
0.068687 255.51
0.069697 255.4
0.070707 255.29
0.071717 255.19
0.072727 255.09
0.073737 254.99
0.074747 254.9
0.075758 254.81
0.076768 254.73
0.077778 254.65
0.078788 254.57
0.079798 254.5
0.080808 254.42
0.081818 254.36
0.082828 254.29
0.083838 254.23
0.084848 254.17
0.085859 254.12
0.086869 254.06
0.087879 254.01
0.088889 253.96
0.089899 253.92
0.090909 253.87
0.091919 253.83
0.092929 253.79
0.093939 253.75
0.094949 253.72
0.09596 253.68
0.09697 253.65
0.09798 253.62
0.09899 253.59
0.1 253.57
